artist,genres,genre
Stefano Noferini,"Tech House, Techno, House",Techno
Sunnery James & Ryan Marciano,"House, Electro House, Progressive House",Electronic
Paul Kalkbrenner,"Techno, electronic, house",Techno
Wolfgang Gartner,"Electro house, progressive house, tech house",Electronic
Pink Is Punk,"Electro House, Progressive House, Tech House",Electronic
Tuccillo,"House, Deep House, Tech House",House
Flume,"Electronic, Future Bass, Experimental",Electronic
Wiley,"Grime, UK garage, Hip hop",Grime
Alex Gaudino,"House, Electro, Dance",Electronic
Loreen,"Pop, dance, electronic",Pop
Goldie,"Drum and Bass, Jungle, Electronica",Drum and Bass
Leviticus,"Reggae, Dancehall, Dub",ChristianGospel
Conquering Lion,"Reggae, Dub, Jungle",Reggae
M-Beat,"Jungle, Drum and Bass, Electronic",Drum and Bass
SHY FX,"Drum and Bass, Jungle, Reggae",Drum and Bass
Deep blue,"Electronic, Drum and Bass, Jungle",Electronic
T-Power Vs. MK Ultra,"Drum and Bass, Jungle, Electronic",Drum and Bass
Alex Reece,"drum and bass, jungle, electronic",Drum and Bass
The Ganja Kru,"Drum and Bass, Jungle, Electronic",Drum and Bass
Krust,"Drum and Bass, Jungle, Electronic",Drum and Bass
Renegade,"Rock, Metal, Alternative",Hiphop
Origin Unknown,"Drum and Bass, Jungle, Breakbeat",Drum and Bass
Roni Size,"Drum and Bass, Jungle, Electronic",Drum and Bass
DJ Marky,"Drum and Bass, Jungle, Liquid Funk",Drum and Bass
Andy C,"Drum and Bass, Jungle, Electronic",Drum and Bass
High Contrast,"Drum and Bass, Electronic, Dance",Drum and Bass
Ameritz - Karaoke,"Pop, Rock, Hip-hop",Karaoke
Kosheen,"Drum and Bass, Trip Hop, Electronic",Electronic
E-Z Rollers,"Drum and bass, jungle, electronic",Drum and Bass
Ray Keith,"Drum and Bass, Jungle, Hardcore",Drum and Bass
Logistics,"Drum and bass, liquid funk, ambient",Drum and Bass
Dillinja,"Drum and Bass, Jungle, Electronic",Drum and Bass
Ed Rush,"Drum and Bass, Jungle, Hardcore",Drum and Bass
Rudimental,"Drum and Bass, Electronic, Dance",Drum and Bass
Chase & Status,"Drum and Bass, Dubstep, Electronic",Drum and Bass
Drumsound,"Drum and bass, jungle, dubstep",Drum and Bass
Totally Enormous Extinct Dinosaurs,"Electronic, House, Dance",Electronic
Danny Byrd,"Drum and Bass, Electronic, House",Drum and Bass
Loadstar,"Drum and Bass, Dubstep, Electronic",Drum and Bass
J Majik & Wickaman feat. Kate Loveridge,"Drum and Bass, Electronic, Dance",Drum and Bass
London Elektricity,"Drum and Bass, Liquid Funk, Electronic",Drum and Bass
Fred V & Grafix,"Drum and Bass, Liquid Funk, Electronic",Drum and Bass
Wilkinson,"Drum and Bass, Electronic, Dance",Drum and Bass
Brookes Brothers,"Drum and Bass, Liquid Funk, Dance",Drum and Bass
Fresh,"Hip-Hop, R&B, Dancehall",Hiphop
Bad Company UK,"Drum and Bass, Electronic, Jungle",Drum and Bass
Bunny Wailer,"Reggae, ska, rocksteady.",Reggae
Dennis Brown,"Reggae, Dub, Roots Reggae",Reggae
King Tubby,"Reggae, Dub, Dancehall",Dub
The Uniques,"Reggae, Rocksteady, Ska",Reggae
John Holt,"Reggae, Rocksteady, Lovers Rock",Reggae
Peter Tosh,"Reggae, Ska, Roots Reggae",Reggae
"Lee ""Scratch"" Perry","Reggae, dub, ska",Reggae
The Skatalites,"Ska, reggae, jazz.",Ska
Toots & The Maytals,"Reggae, Ska, Rocksteady",Reggae
Steel Pulse,"Reggae, Roots Reggae, Dub",Reggae
Derrick Harriott,"Reggae, Rocksteady, Ska",Reggae
Dandy,"Indie rock, alternative rock, psychedelic rock",Indie pop
The Paragons,"Reggae, Rocksteady, Ska",Reggae
Big Youth,"Reggae, Dancehall, Dub",Reggae
Barrington Levy,"Reggae, Dancehall, Dub",Reggae
Easy Star All-Stars,"Reggae, dub, alternative rock",Reggae
Alton Ellis,"Reggae, Rocksteady, Ska",Reggae
The Maytals,"Reggae, ska, rocksteady",Reggae
Althea And Donna,"Reggae, Dancehall, Roots Reggae",Reggae
Tommy McCook,"Reggae, Ska, Rocksteady",Reggae
The Heptones,"Reggae, Roots reggae, Rocksteady",Reggae
Al Barry,"Reggae, Rocksteady, Ska",Reggae
The Jamaicans,"Reggae, Ska, Rocksteady",Reggae
Linton Kwesi Johnson,"Reggae, Dub, Dub poetry",Reggae
Keith & Tex,"Reggae, Ska, Rocksteady",Reggae
Lord Creator,"Calypso, Ska, Reggae",Reggae
Augustus Pablo,"Reggae, Dub, Roots Reggae",Reggae
The Ethiopians,"Reggae, ska, rocksteady",Reggae
The Frightnrs,"Reggae, Rocksteady, Soul",Reggae
Hollie Cook,"Reggae, Dub, Indie Pop",Reggae
Junior Murvin,"Reggae, Dub, Ska",Reggae
Burning Spear,"Reggae, Roots reggae, Dub",Reggae
Zap Pow,"Reggae, Ska, Dub",Reggae
Cornell Campbell,"Reggae, Roots reggae, Rocksteady",Reggae
Gregory Isaacs,"Reggae, Roots Reggae, Lovers Rock",Reggae
Plan B,"Hip hop, reggae, R&B",Hip hop
Tego Calderon,"Reggaeton, Latin Hip Hop, Dancehall",Reggaeton
De La Ghetto,"Reggaeton, Latin, Hip hop",Reggaeton
Ñejo & Dalmata,"Reggaeton, Latin, Urban
",Reggaeton
Zion & Lennox,"Reggaeton, Latin pop, Dancehall",Reggaeton
Don Omar,"Reggaeton, Latin, Urban",Reggaeton
Eddy Lover,"Reggaeton, Dancehall, R&B",Reggaeton
J Alvarez,"Reggaeton, Latin pop, R&B",Reggaeton
Angel Y Khriz,"Reggaeton, Latin pop, Reggae",Reggaeton
Zion,"Reggaeton, Latin Pop, R&B",Reggaeton
Trebol Clan,"Reggaeton, Latin, Urban",Reggaeton
Tony Dize,"Reggaeton, Latin pop, Bachata",Reggaeton
Aventura,"Bachata, Latin pop, R&B",Bachata
La Secta,"pop, rock, reggaeton",Rock
"Héctor ""El Father""","Reggaeton, Latin Hip-hop, Dancehall",Reggaeton
Ivy Queen,"Reggaeton, Latin pop, Dancehall",Reggaeton
Golpe a Golpe,"Reggaeton, Tropical, Latin Pop",Reggaeton
Yaga Y Mackie,"Reggaeton, Latin, Urban",Reggaeton
Baby Rasta,"Reggaeton, Latin Trap, Dancehall",Reggaeton
Wolfine,"Reggaeton, Latin, Pop",Reggaeton
Kino Rankins,"Pop, R&B, Hip hop",Reggae
Wisin & Yandel,"Reggaeton, Latin pop, Reggae-ton pop",Reggaeton
Sammy & Falsetto,"Reggaeton, Latin Pop, R&B",Reggaeton
"Tito ""El Bambino""","Reggaeton, Latin Pop, Dancehall",Reggaeton
Farruko,"Reggaeton, Latin Trap, Dancehall",Reggaeton
Nova y Jory,"Reggaeton, Latin Trap, Bachata",Reggaeton
R.K.M & Ken-Y,"Reggaeton, Latin Pop, Bachata",Reggaeton
Cheka,"Reggaeton, Latin, Dancehall",Reggaeton
Hector & Tito,"Reggaeton, Latin, Hip hop",Reggaeton
Ñejo,"Reggaeton, Latin Trap, Hip Hop",Reggaeton
Alexis y Fido,"Reggaeton, Latin Pop, Urban",Reggaeton
Rayo & Toby,"Reggaeton, Latin Pop, Hip Hop",Reggaeton
Flex,"Reggaeton, Latin pop, Bachata",Reggaeton
Arcangel,"Reggaeton, Latin Trap, R&B",Reggaeton
Dyland & Lenny,"Reggaeton, Latin pop, Reggae",Reggaeton
DY,"Reggaeton, Latin pop, Dancehall",Pop
Eddie Dee,"Reggaeton, Latin, Hip hop",Reggaeton
Luny Tunes,"Reggaeton, Hip hop, Dancehall",Reggaeton
Baby Rasta & Gringo,"Reggaeton, Latin trap, Hip hop",Reggaeton
Randy,"Rock, Blues, Alternative",Country
Dj Joe,"House, electronic, dance",Electronic
DJ Nelson,"Reggaeton, Latin, Hip Hop",Reggaeton
Yelsid,"Reggaeton, Latin Pop, Dancehall",Reggaeton
N.O.R.E.,"Hip-hop, reggaeton, Latin rap",Hiphop
Casa De Leones,"Reggaeton, Latin pop, Dancehall",Reggaeton
"Franco ""El Gorilla""","Reggaeton, Latin Urban, Trap",Reggaeton
Jowell & Randy,"Reggaeton, Latin Urban, Reggae.",Reggaeton
Dragon & Caballero,"Reggaeton, Latin pop, Dancehall",Reggaeton
Tonny Tun Tun,"Merengue, Bachata, Salsa",Tropical
Luigi 21 Plus,"Reggaeton, Latin trap, Dancehall",Reggaeton
Yomo,"Reggaeton, Latin Trap, Reggae",Reggaeton
Noriega,"Hip-hop, reggaeton, Latin pop",Reggaeton
Reykon,"Reggaeton, Latin Pop, Dancehall",Reggaeton
Maluma,"Reggaeton, Latin Pop, Reggae",Reggaeton
Juancho Style,"Dembow, Reggaeton, Latin Pop",Reggaeton
Wisin,"Reggaeton, Latin pop, Hip hop",Reggaeton
Voltio,"Reggaeton, Latin Urban, Reggae",Reggaeton
Alberto Stylee,"Reggaeton, Dancehall, Reggae",Reggaeton
Randy Nota Loka,"Reggaeton, Hip hop, Dancehall",Reggaeton
DJ Bull Blood,"Electronic, Trap, Hip hop",Electronic
Johnny Prez,"Reggaeton, Latin rap, Dancehall",Reggaeton
Yaga & Mackie,"Reggaeton, Latin, Hip-Hop",Reggaeton
Jadiel el Incomparable,"Reggaeton, Latin, R&B",Reggaeton
Jiggy Drama,"Reggaeton, Latin pop, Reggae",Reggaeton
Magnate,"Reggaeton, Latin Pop, Bachata",Reggaeton
Las Guanabanas,"Reggaeton, Hip-Hop, Latin",Reggaeton
Yandel,"Reggaeton, Latin Pop, Dancehall",Reggaeton
Morbid Angel,"Death metal, thrash metal, black metal",Death Metal
Obituary,"Death Metal, Thrash Metal, Groove Metal",Death metal
Entombed,"Death metal, death 'n' roll, groove metal",Death Metal
Death,"Death Metal, Progressive Metal, Technical Death Metal",Metal
Grave,"Death Metal, Death Doom, Melodic Death Metal",Death metal
Deicide,"Death Metal, Blackened Death Metal, Extreme Metal",Metal
Unleashed,"Death Metal, Viking Metal, Black Metal",Death Metal
Suffocation,"Death Metal, Brutal Death Metal, Technical Death Metal",Death Metal
Cannibal Corpse,"Death Metal, Brutal Death Metal, Technical Death Metal",Death Metal
Terrorizer,"Death Metal, Grindcore, Thrash Metal",Death Metal
Napalm Death,"Grindcore, Death Metal, Hardcore Punk",Grindcore
Pestilence,"Death metal, thrash metal, progressive metal",Death metal
Possessed,"Death metal, thrash metal, black metal",Death Metal
Cryptopsy,"Death Metal, Technical Death Metal, Brutal Death Metal",Death metal
Gorguts,"Death metal, progressive metal, avant-garde metal",Death metal
Malevolent Creation,"Death Metal, Thrash Metal, Heavy Metal",Death Metal
Bolt Thrower,"Death Metal, Grindcore, War Metal",Death metal
Massacre,"Death Metal, Thrash Metal, Grindcore",Death metal
Nocturnus,"Death Metal, Technical Death Metal, Progressive Metal",Death Metal
Immolation,"Death Metal, Black Metal, Technical Death Metal",Death Metal
Atheist,"Progressive Metal, Technical Death Metal, Jazz Fusion",Progressive Metal
Bloodbath,"Death metal, Black metal, Doom metal",Death Metal
Kreator,"Thrash Metal, Speed Metal, Death Metal",Thrash metal
Disincarnate,"Death Metal, Progressive Metal, Technical Death Metal",Death Metal
Seance,"Death Metal, Thrash Metal, Black Metal",Metal
Demilich,"Death Metal, Progressive Death Metal, Technical Death Metal",Death Metal
Brutality,"Death Metal, Thrash Metal, Metalcore",Death Metal
Autopsy,"Death Metal, Doom Metal, Death-Doom",Death Metal
Vader,"Death Metal, Thrash Metal, Black Metal",Death Metal
Darkthrone,"Black Metal, Death Metal, Thrash Metal",Black Metal
Asphyx,"Death Metal, Doom Metal, Thrash Metal",Death Metal
Nile,"Death Metal, Technical Death Metal, Brutal Death Metal",Death Metal
Dismember,"Death Metal, Thrash Metal, Melodic Death Metal",Death Metal
Carcass,"Death Metal, Grindcore, Melodic Death Metal",Death metal
Cancer,"Rock, Metal, Punk",Metal
Demigod,"Death Metal, Black Metal, Thrash Metal",Death Metal
Morpheus Descends,"Death Metal, Doom Metal, Grindcore",Death Metal
Necrophobic,"Black Metal, Death Metal, Thrash Metal",Death Metal
Funebre,"Death Metal, Doom Metal, Black Metal",Death Metal
Nihilist,"Black Metal, Death Metal, Grindcore",Metal
Necrophagia,"Death Metal, Black Metal, Grindcore",Death metal
Desultory,"Death Metal, Melodic Death Metal, Doom Metal",Death Metal
Incantation,"Death Metal, Blackened Death Metal, Doom Metal",Death Metal
Amorphis,"Progressive Metal, Melodic Death Metal, Folk Metal",Metal
Sentenced,"Melodic Death Metal, Gothic Metal, Doom Metal",Metal
Gorement,"Death Metal, Doom Metal, Old School Death Metal",Death metal
Edge Of Sanity,"Death Metal, Melodic Death Metal, Progressive Metal",Death Metal
Broken Hope,"Death Metal, Grindcore, Brutal Death Metal",Death Metal
Vital Remains,"Death Metal, Black Metal, Doom Metal",Death Metal
Excruciate,"Death metal, Grindcore, Goregrind",Death metal
Morta Skuld,"Death Metal, Doom Metal, Thrash Metal",Death Metal
Monstrosity,"Death Metal, Technical Death Metal, Brutal Death Metal",Death Metal
Benediction,"Death Metal, Grindcore, Death-Doom",Death Metal
Sinister,"Death Metal, Black Metal, Thrash Metal",Death Metal
Massacra,"Death Metal, Thrash Metal, Speed Metal",Death Metal
Phobia,"Death Metal, Grindcore, Hardcore Punk",Metal
Nirvana 2002,"Black Metal, Death Metal, Thrash Metal",Death metal
Decapitated,"Death Metal, Technical Death Metal, Extreme Metal",Death Metal
Vomitory,"Death Metal, Swedish Death Metal, Brutal Death Metal",Death metal
Brutal Truth,"Grindcore, Death Metal, Hardcore Punk",Grindcore
Dying Fetus,"Death Metal, Grindcore, Technical Death Metal",Death Metal
Morgoth,"Death Metal, Thrash Metal, Industrial Metal",Metal
Kataklysm,"Death metal, black metal, thrash metal",Death Metal
Extreme Noise Terror,"Grindcore, crust punk, death metal",Grindcore
Exhumed,"Death Metal, Grindcore, Deathgrind",Death Metal
Deeds of Flesh,"Brutal Death Metal, Technical Death Metal, Slam Death Metal",Death Metal
Pig Destroyer,"Grindcore, death metal, hardcore punk",Grindcore
Insect Warfare,"Grindcore, Death Metal, Powerviolence",Grindcore
Repulsion,"Death Metal, Grindcore, Thrash Metal",Death metal
Decrepit Birth,"Technical Death Metal, Brutal Death Metal, Progressive Metal",Death Metal
Rotten Sound,"Grindcore, death metal, crust punk",Grindcore
Nasum,"Grindcore, death metal, metalcore.",Grindcore
Six Feet Under,"Death Metal, Death 'n' Roll, Grindcore",Death Metal
Gorefest,"Death Metal, Thrash Metal, Doom Metal",Death Metal
Krisiun,"Death metal, thrash metal, black metal",Death metal
Hate Eternal,"Death Metal, Metal, Extreme Metal",Death Metal
Mortician,"Death Metal, Grindcore, Brutal Death Metal",Death Metal
Mortification,"Thrash Metal, Death Metal, Metalcore",Metal
Obscurity,"Black Metal, Death Metal, Doom Metal",Black metal
Katalysator,"Hip-hop, R&B, Trap",Metal
Raining Blood,"Metal, Thrash Metal, Death Metal",Metal
Necrophiliac,"Death Metal, Thrash Metal, Black Metal",Death metal
At The Gates,"Melodic Death Metal, Death Metal, Thrash Metal",Death metal
Hypocrisy,"Death Metal, Melodic Death Metal, Black Metal",Death Metal
Pungent Stench,"Death metal, grindcore, death-doom.",Death Metal
Necrophagist,"Technical Death Metal, Progressive Death Metal, Melodic Death Metal",Death metal
Opeth,"Progressive Metal, Death Metal, Progressive Rock",Progressive Metal
Master,"Rock, metal, progressive",Metal
Post Mortem,"Death Metal, Thrash Metal, Black Metal",Death Metal
Dark Tranquillity,"Melodic Death Metal, Gothenburg Metal, Metalcore",Melodic Death Metal
Atrocity,"Death Metal, Industrial Metal, Gothic Metal",Metal
Cynic,"Progressive Metal, Jazz Fusion, Experimental",Progressive Metal
Demolition Hammer,"Thrash Metal, Speed Metal, Death Metal",Thrash Metal
Morbid Saint,"Thrash Metal, Speed Metal, Death Metal",Thrash metal
God Macabre,"Death Metal, Swedish Death Metal, Old School Death Metal",Death Metal
Fleshcrawl,"Death metal, melodic death metal, old school death metal",Death Metal
Solstice,"Folk, Rock, Indie",Metal
Infester,"Death Metal, Black Metal, Grindcore",Death Metal
Oppressor,"Death Metal, Technical Death Metal, Blackened Death Metal",Death metal
Resurrection,"Metal, Thrash Metal, Progressive Metal",Metal
Purtenance,"Death metal, old school death metal, Finnish death metal",Death Metal
Wombbath,"Death metal, old school death metal, Swedish death metal",Death Metal
Comecon,"Death Metal, Industrial Metal, Thrash Metal",Death metal
Baphomet,"Black metal, Death metal, Doom metal",Death Metal
Electrocution,"Electronic, Industrial, Metal",Electronic
Illdisposed,"Death metal, melodic death metal, groove metal",Death Metal
Unanimated,"Black Metal, Death Metal, Melodic Death Metal",Death Metal
Convulse,"Death metal, progressive metal, thrash metal",Death Metal
Sorcery,"Doom Metal, Death Metal, Thrash Metal",Black Metal
Therion,"Symphonic Metal, Gothic Metal, Death Metal",Symphonic Metal
Merciless,"Dancehall, Reggae, Ragga",Dancehall
Blackthorn,"Folk Metal, Symphonic Metal, Gothic Metal",Black Metal
Rottrevore,"Death Metal, Grindcore, Old School Death Metal",Death metal
Killing Addiction,"Death metal, deathgrind, thrash metal",Death Metal
Abhorrence,"Death Metal, Grindcore, Finnish Death Metal",Death Metal
Interment,"Death Metal, Old School Death Metal, Swedish Death Metal",Death Metal
Cenotaph,"Death Metal, Brutal Death Metal, Technical Death Metal",Death metal
Deceased…,"Thrash Metal, Death Metal, Speed Metal",Metal
Morbid,"Death Metal, Black Metal, Thrash Metal",Death Metal
Rippikoulu,"Death Metal, Doom Metal, Black Metal",Death Metal
Viogression,"Death Metal, Thrash Metal, Speed Metal",Death Metal
Disgrace,"Black Metal, Death Metal, Crust Punk",Metal
Xysma,"Death Metal, Grindcore, Goregrind",Death metal
Necropsy,"Death Metal, Thrash Metal, Technical Death Metal",Death metal
Angelcorpse,"Death Metal, Black Metal, War Metal",Black Metal
Funebrarum,"Death Metal, Doom Metal, Death-Doom",Death Metal
Extol,"Progressive Metal, Death Metal, Black Metal",Metal
Sacrificium,"Gothic Metal, Symphonic Metal, Death Metal",Metal
Pantokrator,"Death Metal, Melodic Death Metal, Metalcore",Metal
Disfear,"Hardcore Punk, Crust Punk, D-Beat",Punk
Behemoth,"Black Metal, Death Metal, Extreme Metal",Black Metal
Decomposed,"Death Metal, Black Metal, Doom Metal",Metal
Necrosanct,"Death metal, thrash metal, progressive metal",Death Metal
Opprobrium,"Death Metal, Thrash Metal, Black Metal",Death Metal
Invocator,"Thrash Metal, Death Metal, Technical Death Metal.",Thrash Metal
Agressor,"Death Metal, Thrash Metal, Black Metal",Thrash metal
Devastation,"Thrash Metal, Speed Metal, Death Metal",Thrash Metal
Protector,"Thrash Metal, Death Metal, Grindcore",Metal
Blasphereion,"Death Metal, Black Metal, Thrash Metal",Death Metal
Avulsed,"Death Metal, Grindcore, Brutal Death Metal",Death Metal
Dissection,"Black Metal, Death Metal, Melodic Death Metal",Black Metal
Sarcófago,"Black Metal, Death Metal, Thrash Metal",Black Metal
Polluted Inheritance,"Death metal, thrash metal, progressive metal",Death Metal
Eternal Solstice,"Death Metal, Brutal Death Metal, Old School Death Metal",Death Metal
Aborted,"Death Metal, Brutal Death Metal, Goregrind",Death Metal
MACABRE,"Death metal, grindcore, thrash metal",Death Metal
Haemorrhage,"Death Metal, Grindcore, Goregrind",Death Metal
Cemetary,"Gothic Metal, Death Metal, Doom Metal",Metal
Grotesque,"Metalcore, Deathcore, Djent",Metal
Sadistic Intent,"Death Metal, Thrash Metal, Black Metal",Death Metal
Phlebotomized,"Death metal, doom metal, progressive metal",Doom Metal
Severe Torture,"Brutal Death Metal, Technical Death Metal, Deathgrind.",Death metal
Imprecation,"Death Metal, Black Metal, Doom Metal",Death metal
Desecrator,"Thrash Metal, Speed Metal, Heavy Metal",Thrash Metal
General Surgery,"Death Metal, Goregrind, Grindcore",Death metal
Liers In Wait,"Death Metal, Thrash Metal, Black Metal",Death Metal
Sororicide,"Death Metal, Thrash Metal, Black Metal",Death Metal
Runemagick,"Death metal, doom metal, black metal",Death metal
Disharmonic Orchestra,"Death metal, progressive metal, technical death metal",Death Metal
Adramelech,"Death Metal, Black Metal, Old School Death Metal",Death Metal
Altar,"rock, metal, gothic",Metal
Cartilage,"Death metal, grindcore, goregrind.",Death Metal
Mordicus,"Death metal, thrash metal, black metal",Death Metal
Mortal Decay,"Death Metal, Technical Death Metal, Brutal Death Metal",Death Metal
Carnifex (FIN),"Death Metal, Black Metal, Thrash Metal",Metal
Thergothon,"Doom Metal, Funeral Doom, Death/Doom",Doom Metal
Indungeon,"Black Metal, Death Metal, Thrash Metal",Black Metal
God Forsaken,"Thrash Metal, Death Metal, Black Metal",Metal
Sadist,"Death Metal, Progressive Metal, Avant-garde Metal",Death Metal
Mortuary,"Death Metal, Thrash Metal, Black Metal",Death Metal
Shub Niggurath,"Death metal, Black metal, Avant-garde metal",Jazz
Defaced Creation,"Death Metal, Grindcore, Technical Death Metal",Death Metal
Pessimist,"Drum and Bass, Jungle, Techno",Drum and Bass
Deranged,"Death Metal, Grindcore, Brutal Death Metal",Death Metal
Pyaemia,"Death metal, brutal death metal, technical death metal",Death metal
Regurgitation,"Goregrind, Death Metal, Grindcore",Death Metal
Hellwitch,"Death Metal, Thrash Metal, Progressive Metal.",Death metal
Insatanity,"Death Metal, Black Metal, Thrash Metal",Death Metal
Equinox,"Pop, dance, electronic",Electronic
Naphobia,"Metal, Hardcore, Punk",Metal
Internal Bleeding,"Death Metal, Grindcore, Slam Metal",Death Metal
Pyrexia,"Death metal, brutal death metal, technical death metal",Death Metal
Agathocles,"Grindcore, punk, hardcore",Grindcore
Intestine Baalism,"Death Metal, Melodic Death Metal, Black Metal",Death Metal
Abomination,"Thrash Metal, Death Metal, Crossover Thrash.",Death Metal
Thanatos,"Death Metal, Black Metal, Industrial Metal",Metal
Necrony,"Death metal, grindcore, goregrind",Death metal
Megaslaughter,"Death Metal, Grindcore, Black Metal",Death Metal
Jungle Rot,"Death Metal, Thrash Metal, Groove Metal",Death Metal
Brian Eno,"Ambient, electronic, experimental",Ambient
Aphex Twin,"Electronic, IDM, Ambient",Electronic
Stars Of The Lid,"Drone, Ambient, Post-Rock.",Ambient
Tim Hecker,"Ambient, Drone, Experimental",Ambient
Hildur Guðnadóttir,"Classical, ambient, experimental",Classical
William Basinski,"Ambient, drone, experimental",Ambient
Aix Em Klemm,"Ambient, Experimental, Electronic",Ambient
Pauline Oliveros,"Drone, Minimalism, Experimental",Ambient
Ex Confusion,"Ambient, Post-Rock, Drone",Ambient
Oval,"Ambient, Experimental, Electronic",Experimental
Kaitlyn Aurelia Smith,"Electronic, Ambient, Experimental",Electronic
Emily A. Sprague,"Ambient, Electronic, Experimental",Ambient
Kara-Lis Coverdale,"Ambient, Electronic, Experimental",Electronic
Sarah Davachi,"Ambient, Experimental, Drone",Ambient
Ana Roxanne,"Ambient, Experimental, Electronic",Ambient
Jonny Nash,"Ambient, Electronic, Experimental",Ambient
Hirotaka Shirotsubaki,"Jazz, Fusion, Bossa Nova",Jazz
Robert Fripp,"Progressive Rock, Experimental, Ambient",Progressive rock
GAS,"Ambient, Drone, Minimalism",Ambient
Laurie Spiegel,"Electronic, Experimental, Ambient",Electronic
Brian McBride,"Ambient, Experimental, Drone",Ambient
Susumu Yokota,"Ambient, Electronica, Experimental",Ambient
Julianna Barwick,"Ambient, Experimental, Electroacoustic",Ambient
David Behrman,"Experimental, Electronic, Ambient",Electronic
Kyle Bobby Dunn,"Ambient, Experimental, Drone",Ambient
Mark Pritchard,"Electronic, ambient, experimental",Electronic
Mort Garson,"Electronic, Experimental, Ambient",Electronic
Chihei Hatakeyama,"ambient, drone, minimalism",Ambient
Iasos,"New Age, Ambient, Electronic",New Age
Hiroshi Yoshimura,"Ambient, minimalism, electronic",Ambient
Keith Fullerton Whitman,"Ambient, experimental, electronic",Electronic
Fennesz,"Ambient, Electronic, Experimental",Ambient
Pan-American,"Electronic, Ambient, Experimental",Ambient
Grouper,"Ambient, Drone, Experimental",Ambient
Emeralds,"Ambient, Electronic, Drone",Ambient
A Winged Victory for the Sullen,"ambient, modern classical, drone",Ambient
Jon Hopkins,"Electronic, ambient, techno",Electronic
Laraaji,"Ambient, New Age, Experimental",Ambient
Biosphere,"Ambient, experimental, electronic",Ambient
Max Richter,"Classical, ambient, neoclassical",Classical
Mary Lattimore,"Ambient, Experimental, Harp Music",Ambient
Huerco S.,"Ambient, Techno, Experimental",Electronic
Terekke,"House, Techno, Ambient",House
Bing & Ruth,"Ambient, minimalism, contemporary classical",ambient
Lawrence Lek,"Electronic, Ambient, Experimental",Electronic
Hakobune,"Ambient, Drone, Experimental",Ambient
Lucette Bourdin,"Ambient, Drone, Experimental",Ambient
Loscil,"Ambient, Drone, Electronic",Ambient
Autechre,"IDM, Experimental, Electronic",Electronic
Harold Budd,"ambient, experimental, electronic",Ambient
Global Communication,"Ambient, electronic, downtempo",Ambient
Oneohtrix Point Never,"Electronic, Experimental, Ambient",Electronic
Arooj Aftab,"Indie, Pakistani classical, Ambient",Indie Folk
Applefish,"Pop, Electronic, Indie",Indie folk
Windy & Carl,"shoegaze, ambient, drone",Ambient
Steve Reich,"Classical, electronic, minimalism",Minimalism
Asmus Tietchens,"Ambient, experimental electronic, industrial",Ambient
Terry Riley,"Minimalism, experimental, electronic",Minimalism
Daniel Avery,"Techno, Electronic, Ambient",Electronic
The Orb,"Ambient, electronic, dub",Electronic
Klaus Schulze,"Electronic, ambient, krautrock",Electronic
Brian Hodgson,"Electronic, Experimental, Soundtrack.",Electronic
John Foxx,"Synth-pop, electronic, ambient",Electronic
Roedelius,"Ambient, electronic, experimental",Electronic
Jon Hassell,"Jazz, ambient, world fusion",Experimental
LISA,"K-pop, Hip-hop, R&B",Kpop
ATEEZ,"K-pop, hip-hop, EDM",Kpop
TWICE,"K-pop, J-pop, Dance pop",Kpop
Monsta X,"K-pop, Hip-hop, R&B",Kpop
ITZY,"K-pop, Dance-pop, Hip-hop",Kpop
ONF,"K-pop, Synth-pop, Dance",Kpop
JEON SOMI,"K-pop, Pop, R&B",Pop
Stray Kids,"K-pop, Hip hop, EDM",Kpop
T1419,"K-pop, pop, hip-hop",Kpop
NCT 127,"K-pop, hip-hop, R&B",Kpop
BTS,"K-pop, dance-pop, hip hop",Kpop
CL,"K-pop, hip-hop, R&B",Kpop
D.O.,"K-pop, Hip-hop, R&B",Kpop
Red Velvet,"K-pop, R&B, Pop",Kpop
SEVENTEEN,"K-pop, pop, dance",Kpop
msftz,"Hip-hop, R&B, Trap",Electronic
OH MY GIRL,"K-pop, Dance-pop, Electropop",Kpop
DAY6 (Even of Day),"Pop, Rock, Alternative",Kpop
Dreamcatcher,"K-pop, rock, pop",Kpop
Moon Jong Up,"K-pop, R&B, Hip-hop",Kpop
SUNMI,"K-pop, Pop, Dance",Kpop
LeeHi,"R&B, Soul, K-pop",Kpop
aespa,"K-pop, EDM, R&B",Kpop
ENHYPEN,"K-pop, Pop, Electronic",Kpop
NCT DREAM,"K-pop, pop, hip-hop",Kpop
Weeekly,"K-pop, Pop, Teen Pop",Kpop
2PM,"K-pop, Pop, R&B",Kpop
Stefan Raab,"Pop, rock, dance",Pop
Jan Delay,"Hip hop, reggae, funk",hiphop
Echt,"Pop, Rock, Schlager",Pop
Laura,"Pop, Indie, Folk",Pop
Pur,"Pop, Rock, Electro",Pop
Oli. P,"Pop, reggae, dancehall",Pop
Ayman,"R&B, soul, pop",Pop
Anton,"Pop, R&B, Electronic",Electropop
U96,"Electronic, techno, trance",Techno
Zlatko,"pop, rock, hip hop",Pop
Das Bo,"Hip-hop, rap, electronic",Hip hop
BERGER,"Pop, Electronic, Dance",Pop
Christian,"Pop, R&B, Gospel",Christian Pop
Niemann,"Country, Pop, Rock",Country
Glashaus,"Soul, R&B, Pop",RB
